uniqueID,drugName,condition,review,rating,date,usefulCount,review_cleaned,sentiment_simple,security_alert,drug_name_grouped
60678,MoviPrep,Bowel Preparation,"""I have taken this at least 5-6 times for the last 10 years. I have had major problems with it since the first time. Causing me MAJOR FATIGUE. The last time I took it was 3 year&#039;s ago and I had very severe cramps and not having enough time to get to the bathroom. I went to the hospital and the doctor said it didn&#039;t work good enough so he had me go home and do a second round. I went back the next day and did the process with no energy. I had to do it last night and it was even worse than the other times. I was gagging it down and up all night with severe cramps. I tried the second dose in the morning and I just about started throwing up so I called the office and they said to stop. Once the doctor was done he said it didn&#039;t evacuate enough""",2,2017-06-29,0,i have taken this at least 5 6 times for the last 10 years i have had major problems with it since the first time causing me major fatigue the last time i took it was 3 year s ago and i had very severe cramps and not having enough time to get to the bathroom i went to the hospital and the doctor said it didn t work good enough so he had me go home and do a second round i went back the next day and did the process with no energy i had to do it last night and it was even worse than the other times i was gagging it down and up all night with severe cramps i tried the second dose in the morning and i just about started throwing up so i called the office and they said to stop once the doctor was done he said it didn t evacuate enough,Negative,0,MoviPrep
206444,Trilafon,Psychosis,"""I had a similar experience.  Tremors in hands (not really noticeable to someone watching unless they were looking for it), but relief from the delusions I was experiencing. My problem has been going on for over 16 years so I anticipate it will not magically disappear (and it didn&#039;t) but the clarity of thinking I experience with this medicine really helps me.""",9,2011-05-23,45,i had a similar experience tremors in hands not really noticeable to someone watching unless they were looking for it but relief from the delusions i was experiencing my problem has been going on for over 16 years so i anticipate it will not magically disappear and it didn t but the clarity of thinking i experience with this medicine really helps me,Positive,0,OTHER_NICHE_DRUGS
221934,Fluconazole,Vaginal Yeast Infection,"""I am very prone to yeast infections, I believe it&#039;s due to my birth control as well as having unprotected sex. Fluconazole has always cleared up my yeast infections with 2 doses. No side effects.""",8,2017-04-24,9,i am very prone to yeast infections i believe it s due to my birth control as well as having unprotected sex fluconazole has always cleared up my yeast infections with 2 doses no side effects,Positive,0,Fluconazole
39795,Contrave,Obesity,"""I am just finishing my second week taking Contrave and have lost 10 lbs. It has been an interesting experience because the drug is definitely not an appetite suppressant, yet it does help you control the urge to eat. I have had mild side effects - some stomach discomfort and slight headaches along with constipation, but it has all been easily manageable. If you are considering taking this medication please keep in mind that you still need to do the work by exercising and eating right, but the medication really does help. It has helped me get my motivation back to exercise, and it definitely helps with cravings to eat making it easy to just eat what I need to be healthy. Use the coupon they give you, it drops cost to $70""",8,2015-11-04,9,i am just finishing my second week taking contrave and have lost 10 lbs it has been an interesting experience because the drug is definitely not an appetite suppressant yet it does help you control the urge to eat i have had mild side effects some stomach discomfort and slight headaches along with constipation but it has all been easily manageable if you are considering taking this medication please keep in mind that you still need to do the work by exercising and eating right but the medication really does help it has helped me get my motivation back to exercise and it definitely helps with cravings to eat making it easy to just eat what i need to be healthy use the coupon they give you it drops cost to 70,Positive,0,Contrave
173398,Clonazepam,Panic Disorde,"""This medication changed my life.  My panic attacks were so out of control I was barely able to leave the house.  Within 2 days, a moderate does of this changed me into a new person.  That was 15 years ago.  My dosage has never changed.""",9,2008-04-01,30,this medication changed my life my panic attacks were so out of control i was barely able to leave the house within 2 days a moderate does of this changed me into a new person that was 15 years ago my dosage has never changed,Positive,0,Clonazepam
12056,Metaxalone,Muscle Spasm,"""I have been taking this medicine due to lower back trouble.  When I first took it, it worked great, now all it does is put me to sleep.""",5,2014-06-04,55,i have been taking this medicine due to lower back trouble when i first took it it worked great now all it does is put me to sleep,Neutral,0,Metaxalone
121333,Venlafaxine,Depression,"""my gp started me on Venlafaxine yesterday to help with depression and the change,a hour after taking them i was feeling very sick couldn,t stomach food or fluids, thought keep it up as she told me they did come with some side effects which would get better,took another one last night and was so ill i couldn,t stand ,being sick sweating shaking thought i was going to pass out. Did get some sleep hopeing to feel better this morning,took another one and felt so spaced out dry mouth shaking ,sick, so booked in to see gp again to make sure i should be feeling like this, only to find out she had put me on the wrong dose should have been on 37.5mg was put on 150mg, now on right dose hope this will be better""",4,2016-04-27,3,my gp started me on venlafaxine yesterday to help with depression and the change a hour after taking them i was feeling very sick couldn t stomach food or fluids thought keep it up as she told me they did come with some side effects which would get better took another one last night and was so ill i couldn t stand being sick sweating shaking thought i was going to pass out did get some sleep hopeing to feel better this morning took another one and felt so spaced out dry mouth shaking sick so booked in to see gp again to make sure i should be feeling like this only to find out she had put me on the wrong dose should have been on 37 5mg was put on 150mg now on right dose hope this will be better,Neutral,0,Venlafaxine
111409,Ledipasvir / sofosbuvir,Hepatitis C,"""At initial testing my VL was over 6 million. I received my meds on saturday 2 days prior to testing to establish a baseline. I started when I received my pills. 2 days and 5 hours later I got my blood test to establish VL, I had taken 3 pills at this point and my VL was under 700.  VL @ 4 weeks was 0 . VL @ 8 weeks was 0 and @ 12 weeks was 0 .  2 weeks til my 1st EOT test. I feel cured. My side effects were next to nothing.""",10,2015-09-22,0,at initial testing my vl was over 6 million i received my meds on saturday 2 days prior to testing to establish a baseline i started when i received my pills 2 days and 5 hours later i got my blood test to establish vl i had taken 3 pills at this point and my vl was under 700 vl 4 weeks was 0 vl 8 weeks was 0 and 12 weeks was 0 2 weeks til my 1st eot test i feel cured my side effects were next to nothing,Positive,0,Ledipasvir / sofosbuvir
111474,Ledipasvir / sofosbuvir,Hepatitis C,"""Side effects are light- fatigue and a bit of a headache. I did find it easier to take it an hour after dinner.  WAY better then the triple-threat approach.  My blood work does indicate that I am in the beggining stages of cirrhosis. I also had Hep B in 1994. 

So far, it&#039;s like a miracle.  Other than the fatigue (which is nothing if you&#039;ve suffered Jaundice or the &#039;Sickie&#039; symptoms that Hep C can cause), it&#039;s business as usual.""",9,2014-12-31,94,side effects are light fatigue and a bit of a headache i did find it easier to take it an hour after dinner way better then the triple threat approach my blood work does indicate that i am in the beggining stages of cirrhosis i also had hep b in 1994 so far it s like a miracle other than the fatigue which is nothing if you ve suffered jaundice or the sickie symptoms that hep c can cause it s business as usual,Positive,0,Ledipasvir / sofosbuvir
188061,Symbyax,Bipolar Disorde,"""Helps against sadness, and strongly counters moderate urges to drink at a stressful, confusing time in my life.""",8,2010-10-17,22,helps against sadness and strongly counters moderate urges to drink at a stressful confusing time in my life,Positive,0,Symbyax
146502,Tamsulosin,Overactive Bladde,"""24 Year Old, Male, UK ,Normally I would go every hour, even when drinking very small amounts of water or drinks.

I took this medication for only two weeks, I noticed right away I would go less often to the toilet, and it was much easier to dispense the urine. 

Unfortunately I had to stop taking this as the medications side effects outweighed the benefits. I found that I would have incredibly intense mood swings, aggression, feel clumsy and dizzy all the time. Blurry vision. Memory problems or mind blanks. runny nose, weakness, tiredness.

I am now trying Betmiga.. lets see""",4,2017-01-03,10,24 year old male uk normally i would go every hour even when drinking very small amounts of water or drinks i took this medication for only two weeks i noticed right away i would go less often to the toilet and it was much easier to dispense the urine unfortunately i had to stop taking this as the medications side effects outweighed the benefits i found that i would have incredibly intense mood swings aggression feel clumsy and dizzy all the time blurry vision memory problems or mind blanks runny nose weakness tiredness i am now trying betmiga lets see,Neutral,0,Tamsulosin
153093,Doxycycline,Urinary Tract Infection,"""I battled a nasty UTI for over a month &amp; went through 3 different antibiotics till my doctor finally gave me this one. Makes you terribly sick to your stomach but in the end is completely worth it!! Felt completely back to normal in 2 days!!""",7,2016-07-06,44,i battled a nasty uti for over a month went through 3 different antibiotics till my doctor finally gave me this one makes you terribly sick to your stomach but in the end is completely worth it felt completely back to normal in 2 days,Positive,0,Doxycycline
156544,Dulaglutide,"Diabetes, Type 2","""Hey Guys,  It&#039;s been 4 months since my last post as I wanted to give it a few months to see how this was going to work.  So, I have been on Trulicity for six months now with Metformin.  When I hit the five month period the diarrhea, gas, sulphur belching finally subsided.  I now longer have any of those side effects.  However, I still haven&#039;t lost any weight at all, but I think that was because when I first started Trulicity I was taking it with Glimepiride and that one has a side effect of weight gain so I think the two meds were fighting each other lol.  I have been back on the Metformin with Trulicity for about a week now, so we will see what this does.  I was diagnosed as  stage 3 chronic kidney disease (CKD 3) so I am watching diet closely.""",10,2017-10-24,24,hey guys it s been 4 months since my last post as i wanted to give it a few months to see how this was going to work so i have been on trulicity for six months now with metformin when i hit the five month period the diarrhea gas sulphur belching finally subsided i now longer have any of those side effects however i still haven t lost any weight at all but i think that was because when i first started trulicity i was taking it with glimepiride and that one has a side effect of weight gain so i think the two meds were fighting each other lol i have been back on the metformin with trulicity for about a week now so we will see what this does i was diagnosed as stage 3 chronic kidney disease ckd 3 so i am watching diet closely,Positive,0,Dulaglutide
135645,Intuniv,ADHD,"""Intuniv did not work for my son; he was bouncing off the walls while he was taking it, and having major issues in class! It seems to work the opposite on him!""",1,2011-07-21,23,intuniv did not work for my son he was bouncing off the walls while he was taking it and having major issues in class it seems to work the opposite on him,Negative,0,Intuniv
69629,Buprenorphine,Pain,"""My pain management doctor put me on Butrans patches about 6 weeks ago 5 mg dose. The first box of four was a lifesaver. No more agony at work. Able to sleep. Did more in two weekends than I had in two years. I&#039;m hoping to bump up to the ten mg dose soon to cut down on my Norco. I have had chronic pain for many years and have been through many medicines including Oxycontin. This patch is the best so far.""",8,2011-06-24,125,my pain management doctor put me on butrans patches about 6 weeks ago 5 mg dose the first box of four was a lifesaver no more agony at work able to sleep did more in two weekends than i had in two years i m hoping to bump up to the ten mg dose soon to cut down on my norco i have had chronic pain for many years and have been through many medicines including oxycontin this patch is the best so far,Positive,0,Buprenorphine
96906,Qvar,"Asthma, Maintenance","""I got heart palpitations, really bad - like almost constant. I was taking the 40 mcg one puff twice a day. I switched to flovemt and all is well.""",1,2015-11-15,16,i got heart palpitations really bad like almost constant i was taking the 40 mcg one puff twice a day i switched to flovemt and all is well,Negative,0,Qvar
215018,Opdivo,Non-Small Cell Lung Cance,"""My mother died from lung cancer. Her last hope of this medication. Within a couple months she was gone""",1,2017-03-02,6,my mother died from lung cancer her last hope of this medication within a couple months she was gone,Negative,1,Opdivo
102449,Aripiprazole,Schizophrenia,"""Abilify 20 mg.
I am a patient diagnosed with disorganized schizophrenia, depression,  schizoaffective disorder, bipolar.  I have experienced a sensitivity to my emotions, as well as how I react to my feelings.  I really don&#039;t feel out of the normal with any &quot;sexual frustration&quot;...and I wouldn&#039;t say this has increased/decreased.  I feel less anxious on the medication, and seemingly more at ease with myself when I take this medication.  It is a hard step to have people telling you that you actually do better on this pill, when half your life ago, you didn&#039;t have &quot;mental illness&quot;, and suddenly you become someone else.   My weight did fluxuate when on this drug.  But I feel it was due to stress factors outside of a regular environment.  I feel if you place yourself in good surroundings and support you do much better at being the person you are here to be.  I am so much happier in life with a routine.  I feel like I only referred to enlongated periods of sleep because of depression, and events surrounding certain time frames hence thoughts, and reactions.
Abilify (aripiprazole) My instant reaction from this drug is concern for my well-being.  I am nervous because I am one of the people taking this drug till the stars fade, every day to my last.  My doctors all seem to say the same thing, and that is, &quot;This medication is working for you&quot;.  I do blood tests when I go into the Hospital freqently, and they are not finding anything off the charts and everything is always normal with my vitals. 
My thought is, how do they consider this medication works for me?  Because I am not showing side effects?  Because I am accepting?  I feel I have to hold patience, my own value, what I care about around me to help better myself mentally and my virtue.  I feel that I am just not the type of person to curbside answers to things we wonder deeply about, I guess.  
I don&#039;t know if there are any people who would agree then that I should ask if there are any women who have taken abilify during a pregnancy?  Just wondering what the reaction is...  Is my question?  I am a 30 year old female diagnosed with Mental Illness starting in 2004.  I started to take Abilify 20 mg. in 2004 to present.  Overall, since this medication has not been threatening to me, I feel I should embrace it.""",10,2016-09-25,26,abilify 20 mg i am a patient diagnosed with disorganized schizophrenia depression schizoaffective disorder bipolar i have experienced a sensitivity to my emotions as well as how i react to my feelings i really don t feel out of the normal with any quot sexual frustration quot and i wouldn t say this has increased decreased i feel less anxious on the medication and seemingly more at ease with myself when i take this medication it is a hard step to have people telling you that you actually do better on this pill when half your life ago you didn t have quot mental illness quot and suddenly you become someone else my weight did fluxuate when on this drug but i feel it was due to stress factors outside of a regular environment i feel if you place yourself in good surroundings and support you do much better at being the person you are here to be i am so much happier in life with a routine i feel like i only referred to enlongated periods of sleep because of depression and events surrounding certain time frames hence thoughts and reactions abilify aripiprazole my instant reaction from this drug is concern for my well being i am nervous because i am one of the people taking this drug till the stars fade every day to my last my doctors all seem to say the same thing and that is quot this medication is working for you quot i do blood tests when i go into the hospital freqently and they are not finding anything off the charts and everything is always normal with my vitals my thought is how do they consider this medication works for me because i am not showing side effects because i am accepting i feel i have to hold patience my own value what i care about around me to help better myself mentally and my virtue i feel that i am just not the type of person to curbside answers to things we wonder deeply about i guess i don t know if there are any people who would agree then that i should ask if there are any women who have taken abilify during a pregnancy just wondering what the reaction is is my question i am a 30 year old female diagnosed with mental illness starting in 2004 i started to take abilify 20 mg in 2004 to present overall since this medication has not been threatening to me i feel i should embrace it,Positive,0,Aripiprazole
60455,Pyridium,Dysuria,"""I&#039;ve been having UTIs for 7 years, my most recent one has lasted 24 days so far. Because of this I went to the doctor and they prescribed me pyridium twice a day. I was very hopeful but unfortunately it didn&#039;t work. The burning while urinating is still there and I&#039;ve been on it for three days so far. Also discomfort all hours of the day down there. It may work well for others but my body doesn&#039;t accept it, it did nothing. Going to the doctor was useless, go straight to the urologist""",1,2016-10-13,8,i ve been having utis for 7 years my most recent one has lasted 24 days so far because of this i went to the doctor and they prescribed me pyridium twice a day i was very hopeful but unfortunately it didn t work the burning while urinating is still there and i ve been on it for three days so far also discomfort all hours of the day down there it may work well for others but my body doesn t accept it it did nothing going to the doctor was useless go straight to the urologist,Negative,0,Pyridium
87285,Latuda,Bipolar Disorde,"""I have had great experience so far with Latuda. I started taking 40 mg in Nov., and it worked great for about a week, then I crashed again. Dr. put it up to 80 mg and I&#039;ve been great ever since. I&#039;m afraid, though, because my sex drive has completely disappeared, and if it&#039;s the Latuda, I&#039;m going to have to go off it-and I hate to go off something that&#039;s working so well. However, I&#039;m also on a pretty high dose of Lexapro, and the Dr. thinks it&#039;s more likely to be a side effect of that, so we&#039;re decreasing that and hopefully that will work, because otherwise I&#039;m feeling really good. I&#039;m really afraid I&#039;ll have to go off it.""",8,2012-02-20,39,i have had great experience so far with latuda i started taking 40 mg in nov and it worked great for about a week then i crashed again dr put it up to 80 mg and i ve been great ever since i m afraid though because my sex drive has completely disappeared and if it s the latuda i m going to have to go off it and i hate to go off something that s working so well however i m also on a pretty high dose of lexapro and the dr thinks it s more likely to be a side effect of that so we re decreasing that and hopefully that will work because otherwise i m feeling really good i m really afraid i ll have to go off it,Positive,0,Latuda
225508,Bupropion,Smoking Cessation,"""Love this, no mouth sores, or ulcers like Wellbutrin gave me. I COMPLETELY QUIT SMOKING...this works.""",10,2014-08-22,15,love this no mouth sores or ulcers like wellbutrin gave me i completely quit smoking this works,Positive,0,Bupropion
106703,Implanon,Birth Control,"""Never again! After being on depo I was suppose to b an ideal candidate the first 6 months was ok bit moody but fine no weight gain but then something changed I was constantly bleeding and getting horrible hormone spots I normally have clear skin mood swings were increasing. After 14 months I decided to have it taken out and that was an ordeal they can b very tricky for the doc remove. So 3 anesthetics and a few stitches later its out. It&#039;s simply not worth the hassle""",2,2015-08-20,1,never again after being on depo i was suppose to b an ideal candidate the first 6 months was ok bit moody but fine no weight gain but then something changed i was constantly bleeding and getting horrible hormone spots i normally have clear skin mood swings were increasing after 14 months i decided to have it taken out and that was an ordeal they can b very tricky for the doc remove so 3 anesthetics and a few stitches later its out it s simply not worth the hassle,Negative,0,Implanon
131704,Effexor XR,Anxiety,"""Was on this med for 5 years. Worked fine but not great. Stopped the panic attacks and gave me relief of every day nervousness that I was experiencing. Took months for the side effects to diminish when I first started taking it. What did not leave - insomnia, night sweats, lack of sex drive and poor orgasms (or no orgasms at all).""",6,2016-12-27,23,was on this med for 5 years worked fine but not great stopped the panic attacks and gave me relief of every day nervousness that i was experiencing took months for the side effects to diminish when i first started taking it what did not leave insomnia night sweats lack of sex drive and poor orgasms or no orgasms at all,Neutral,0,Effexor XR
192806,Drospirenone / ethinyl estradiol,Birth Control,"""I was put on Yasmin for 6 months to regulate my cycle and reduce acne flare-ups and it was the worst 6 months of my life. I gained 20lbs that did NOT come off easily after stopping the pill, experienced horrible mood swings, had HEAVIER periods, acne breakouts, breakthrough bleeding, and I was nauseous all the time. This pill seems to agree with most people but it definitely did not agree with me. I went on Femcon a year after stopping Yasmin and experienced virtually no side effects.""",3,2011-04-11,8,i was put on yasmin for 6 months to regulate my cycle and reduce acne flare ups and it was the worst 6 months of my life i gained 20lbs that did not come off easily after stopping the pill experienced horrible mood swings had heavier periods acne breakouts breakthrough bleeding and i was nauseous all the time this pill seems to agree with most people but it definitely did not agree with me i went on femcon a year after stopping yasmin and experienced virtually no side effects,Negative,0,Drospirenone / ethinyl estradiol
69488,Buprenorphine,Pain,"""I love my Butrans patch!!! And it has relieved more than half of my pain, and I know this because I only have to take less than half of my pain killers now that I am on the patch! I change my patch every Saturday, but if I miss 24 hours my pain starts to reside again. If you are not a heavy drinker I would advise trying this patch!!!""",10,2015-08-06,47,i love my butrans patch and it has relieved more than half of my pain and i know this because i only have to take less than half of my pain killers now that i am on the patch i change my patch every saturday but if i miss 24 hours my pain starts to reside again if you are not a heavy drinker i would advise trying this patch,Positive,0,Buprenorphine
107449,Implanon,Birth Control,"""I have been on this for 8 months and sad to say it&#039;s caused nothing but my self esteem to become lower. I&#039;ve gained 10 lbs out of no where. I&#039;m only 22 and have a fast metabolism. I thought it started to slow down but it didn&#039;t make sense. My breasts got smaller, I have lost complete sex drive, my breasts aren&#039;t sensitive anymore at all like they used to be and I&#039;m so emotional, even crying at times. The only thing I can say is that it is 100% effective but not worth what it has done to my body. Not only that but I started breaking out on my body and on my face as well.""",1,2011-09-01,2,i have been on this for 8 months and sad to say it s caused nothing but my self esteem to become lower i ve gained 10 lbs out of no where i m only 22 and have a fast metabolism i thought it started to slow down but it didn t make sense my breasts got smaller i have lost complete sex drive my breasts aren t sensitive anymore at all like they used to be and i m so emotional even crying at times the only thing i can say is that it is 100 effective but not worth what it has done to my body not only that but i started breaking out on my body and on my face as well,Negative,0,Implanon
60156,NuvaRing,Birth Control,"""I was off birth control for a while considering getting pregnant. I had used other types of birth control before, the pill, the patch, etc. I decided to get back on birth control but didn&#039;t want to worry about taking a daily pill so I requested the Nuvaring. When I started the Nuvaring I felt it inside my body and had a lot of cramps. A few days later I started experiencing more cramps and very strong upper stomach pain. They were so bad I missed work for a week. Finally I ended up going to the ER and they couldn&#039;t figure out what was wrong. I finally asked the doctor and it was the Nuvaring side effects.""",5,2013-04-18,9,i was off birth control for a while considering getting pregnant i had used other types of birth control before the pill the patch etc i decided to get back on birth control but didn t want to worry about taking a daily pill so i requested the nuvaring when i started the nuvaring i felt it inside my body and had a lot of cramps a few days later i started experiencing more cramps and very strong upper stomach pain they were so bad i missed work for a week finally i ended up going to the er and they couldn t figure out what was wrong i finally asked the doctor and it was the nuvaring side effects,Neutral,0,NuvaRing
88659,Prepopik,Bowel Preparation,"""I took the Prepopik for my first colonoscopy (I&#039;m 25) and I found it to be very effective. The orange flavor was very tolerable. I had no bad cramps or terrible side effects with it, but I had taken magnesium citrate the night before and that had already cleaned me out somewhat. My only issue was I ended up so dehydrated that I showed up to my colonoscopy with a fever. Try to drink as much fluid as you can with this prep! I drank plenty, but there was more liquid coming out of me than going in. Overall, I would recommend the Prepopik. On a side note, my insurance didn&#039;t cover it, but the office I go to had it available. I recommend asking your office if they have it available if insurance won&#039;t cover it at the pharmacy.""",9,2015-03-14,6,i took the prepopik for my first colonoscopy i m 25 and i found it to be very effective the orange flavor was very tolerable i had no bad cramps or terrible side effects with it but i had taken magnesium citrate the night before and that had already cleaned me out somewhat my only issue was i ended up so dehydrated that i showed up to my colonoscopy with a fever try to drink as much fluid as you can with this prep i drank plenty but there was more liquid coming out of me than going in overall i would recommend the prepopik on a side note my insurance didn t cover it but the office i go to had it available i recommend asking your office if they have it available if insurance won t cover it at the pharmacy,Positive,0,Prepopik
24139,Tretinoin,Acne,"""I just hit my three month point on tretinoin .05% and I&#039;m so happy. I was really  depressed about my skin during the first two months because I&#039;ve never had bad acne and the cream made me have horrible acne. But I knew that was the worst part of it and after that was over I would be fine. I&#039;ve inly had two zits since then and I&#039;m only left with scars which is fine. Try it out even if you&#039;re scared because I was too and I&#039;m so glad i did. It&#039;s worth it!""",10,2015-11-04,13,i just hit my three month point on tretinoin 05 and i m so happy i was really depressed about my skin during the first two months because i ve never had bad acne and the cream made me have horrible acne but i knew that was the worst part of it and after that was over i would be fine i ve inly had two zits since then and i m only left with scars which is fine try it out even if you re scared because i was too and i m so glad i did it s worth it,Positive,0,Tretinoin
131909,Effexor XR,Depression,"""This medicine saved my life. I was at my wits end with anti-depressants and was ready to give up. My doctor finally prescribed me this after many failed medications, I am so glad she did. I honestly do not know where I would be without Effexor XR. Side effects were very mild compared to other anti-depressants I tried. I was drowsy for the first couple days, but it was tolerable. I highly recommend this for severe depression. I would also like to mention for people to realize there is light at the end of the tunnel and YOU WILL GET BETTER, and to never give up.""",10,2013-06-20,166,this medicine saved my life i was at my wits end with anti depressants and was ready to give up my doctor finally prescribed me this after many failed medications i am so glad she did i honestly do not know where i would be without effexor xr side effects were very mild compared to other anti depressants i tried i was drowsy for the first couple days but it was tolerable i highly recommend this for severe depression i would also like to mention for people to realize there is light at the end of the tunnel and you will get better and to never give up,Positive,0,Effexor XR
202903,Gildess Fe 1 / 20,Birth Control,"""it caused me to gain 30 pounds""",2,2016-09-21,2,it caused me to gain 30 pounds,Negative,0,Gildess Fe 1 / 20
85162,Ethinyl estradiol / norgestimate,Acne,"""Best treatment for acne I have used! I&#039;ve gone through accutane, many face washes, retinol creams, and other forms of birth control. Some other forms of birth control just make acne worse, depending on the type of progestin in it. You need the least androgenic type possible, and sprintec has worked the best for me! Nearly clear skin. Takes about 5-6 months to fully work, but it does work.""",9,2015-11-03,7,best treatment for acne i have used i ve gone through accutane many face washes retinol creams and other forms of birth control some other forms of birth control just make acne worse depending on the type of progestin in it you need the least androgenic type possible and sprintec has worked the best for me nearly clear skin takes about 5 6 months to fully work but it does work,Positive,0,Ethinyl estradiol / norgestimate
12559,Elbasvir / grazoprevir,Hepatitis C,"""I started taking Zepatier three days ago! No sides effects till now! I would like to share only this that I feel a slight pain in the back of the head. That&#039;s all for now! I&#039;ll keep my fingers crossed till I finish in 12 weeks! :)
Update: Now, I&#039;ve finish my 3rd week of the treatment! No sides effects, even my blood test is brilliant! I&#039;ll inform you when I finish my 8 week!Update:
Incredible!!!!!!!!!!! On my 31st day, the virus is undetectable! Before start taking Zepatier I had 4.796.191 viral load, now the results are negative! No side effects! Zepatier is working very well! Thank you Zepatier!""",10,2017-10-05,8,i started taking zepatier three days ago no sides effects till now i would like to share only this that i feel a slight pain in the back of the head that s all for now i ll keep my fingers crossed till i finish in 12 weeks update now i ve finish my 3rd week of the treatment no sides effects even my blood test is brilliant i ll inform you when i finish my 8 week update incredible on my 31st day the virus is undetectable before start taking zepatier i had 4 796 191 viral load now the results are negative no side effects zepatier is working very well thank you zepatier,Positive,0,Elbasvir / grazoprevir
83734,Clomiphene,emale Infertility,"""I took Clomid for the first time last month. My husband and I tried for a year. I have a blocked Fallopian tube. I had to use estrogen medicine also because my uterine lining was too thin. Then my doctor had me use HCG shot to stimulate ovulation since Clomid can apparently mess up if/when ovulation occurs. I took the HCG shot over 2 weeks ago. I noticed some weird symptoms a few days ago and I just took multiple pregnancy tests. And I&#039;m pregnant! So Clomid worked great for me so far. Yay!""",10,2016-06-01,74,i took clomid for the first time last month my husband and i tried for a year i have a blocked fallopian tube i had to use estrogen medicine also because my uterine lining was too thin then my doctor had me use hcg shot to stimulate ovulation since clomid can apparently mess up if when ovulation occurs i took the hcg shot over 2 weeks ago i noticed some weird symptoms a few days ago and i just took multiple pregnancy tests and i m pregnant so clomid worked great for me so far yay,Positive,0,Clomiphene
168378,Docusate / senna,"Constipation, Acute","""I am a 52 year old women.I was bloating a lot from not pooping..Alls good now....""",8,2015-11-14,3,i am a 52 year old women i was bloating a lot from not pooping alls good now,Positive,0,OTHER_NICHE_DRUGS
172031,Amitiza,"Constipation, Drug Induced","""I had a tummy tuck on Dec 18. The surgery was painful but the constipation from opioids from the surgery was just as bad. My plastic surgeon wasn&#039;t familiar with treating OIC so I called my primary care physician. She gave me Amitiza 24mcg. It took almost two days but it was amazing and I was so thankful. I had to remain on opioids for three weeks and the Amitiza worked so well I haven&#039;t had any issues!! Thank you Amitiza!!!""",10,2016-01-12,35,i had a tummy tuck on dec 18 the surgery was painful but the constipation from opioids from the surgery was just as bad my plastic surgeon wasn t familiar with treating oic so i called my primary care physician she gave me amitiza 24mcg it took almost two days but it was amazing and i was so thankful i had to remain on opioids for three weeks and the amitiza worked so well i haven t had any issues thank you amitiza,Positive,0,Amitiza
144224,Etonogestrel,Birth Control,"""My experience during the nexplon is great not a pregnancy yet.  My only issue is it causes me too much bleeding. I get my periods from every other week up to 1 month up to 3 month . And it ruins My sex life""",10,2016-05-27,1,my experience during the nexplon is great not a pregnancy yet my only issue is it causes me too much bleeding i get my periods from every other week up to 1 month up to 3 month and it ruins my sex life,Positive,0,Etonogestrel
109866,Nexplanon,Birth Control,"""I&#039;ve had mine for over a year and noticed the weight gain, mood swings, but no acne. My body adjusted quick and I lost the weight. The only issue I&#039;ve had is every time my boyfriend and I have sex, I spot the next day for less than a week. Other than those issues I love it and recommend it to all of my friends!""",6,2016-06-19,1,i ve had mine for over a year and noticed the weight gain mood swings but no acne my body adjusted quick and i lost the weight the only issue i ve had is every time my boyfriend and i have sex i spot the next day for less than a week other than those issues i love it and recommend it to all of my friends,Neutral,0,Nexplanon
216434,Sildenafil,Erectile Dysfunction,"""Awesome!  My new boyfriend has a few issues; I believe it is all mental because of the bad relationships in the past.  He ordered this and then was prescribed this.  I told him he will go broke and he said it is sooooo worth it.  I orgasm every time, sometimes twice, and he does too.  Wow.""",10,2015-10-14,14,awesome my new boyfriend has a few issues i believe it is all mental because of the bad relationships in the past he ordered this and then was prescribed this i told him he will go broke and he said it is sooooo worth it i orgasm every time sometimes twice and he does too wow,Positive,0,Sildenafil
